0,,-2,-1,0,1,0,-1,-2
0,4,-4,-2,-2,-1,-2,-2,-4
0,44,-3,-3,-2,1,-2,-3,-3
0,444,-4,-4,-3,-1,-3,-4,-4
0,4444,-2,-2,-2,1,-2,-2,-2
0,44444,-1,-1,-1,-1,-1,-1,-1
0,444443,-2,-3,1,-3,-3,1,-2
0,4444436,-3,-3,-1,-3,-3,-3,-1
0,44444367,-13,-13,1,-14,-15,1,-3
0,444443673,-4,-2,-1,-3,-4,-1,-4
0,4444436736,-14,-14,1,-14,-15,-14,1
0,44444367367,-4,-4,-1,-4,-4,-1,-3
0,444443673673,-2,-2,1,0,-2,0,1
0,4444436736733,-1,-4,-1,-4,-14,-4,-4
0,44444367367331,1,-14,1,1,1,1,1
0,444443673673314,-2,-3,-3,-1000,-13,-2,-1
0,4444436736733147,-5,-13,-5,-1000,-4,-3,1
0,44444367367331477,-2,-1,-1,-1000,-12,-2,-1
0,444443673673314773,-3,-12,-3,-1000,-3,-3,1
0,4444436736733147737,-2,-1,-1,-1000,-11,-2,-2
0,44444367367331477372,-11,1,-11,-1000,-11,-11,-11
0,444443673673314773722,-3,-1,-3,-1000,-10,-3,-3
0,4444436736733147737222,0,1,0,-1000,0,0,0
0,44444367367331477372222,-2,-1,-2,-1000,-9,-2,-2
0,444443673673314773722222,1,1,1,-1000,1,1,1
0,4444436736733147737222226,-1,-1,-1,-1000,-8,-5,-1
0,44444367367331477372222267,1,1,1,-1000,1,0,-1000
0,444443673673314773722222671,-1,-1,-1,-1000,-7,-4,-1000
0,4444436736733147737222226711,1,1,1,-1000,1,0,-1000
0,44444367367331477372222267111,-1,-1,-1,-1000,-6,-3,-1000
0,444443673673314773722222671111,1,1,1,-1000,1,0,-1000
0,4444436736733147737222226711113,-1,-1,-1000,-1000,-5,-2,-1000
0,44444367367331477372222267111132,1,-1000,-1000,-1000,1,0,-1000
0,444443673673314773722222671111321,-1000,-1000,-1000,-1000,-4,-1,-1000
0,4444436736733147737222226711113216,-1000,-1000,-1000,-1000,0,1,-1000
0,44444367367331477372222267111132166,-1000,-1000,-1000,-1000,-3,-1,-1000
0,444443673673314773722222671111321666,-1000,-1000,-1000,-1000,1,-1000,-1000
0,4444436736733147737222226711113216665,-1000,-1000,-1000,-1000,-1,-1000,-1000
0,44444367367331477372222267111132166655,-1000,-1000,-1000,-1000,1,-1000,-1000
0,444443673673314773722222671111321666555,-1000,-1000,-1000,-1000,-1,-1000,-1000
0,4444436736733147737222226711113216665555,-1000,-1000,-1000,-1000,1,-1000,-1000
1,,-2,-1,0,1,0,-1,-2
1,4,-4,-2,-2,-1,-2,-2,-4
1,44,-3,-3,-2,1,-2,-3,-3
1,444,-4,-4,-3,-1,-3,-4,-4
1,4444,-2,-2,-2,1,-2,-2,-2
1,44444,-1,-1,-1,-1,-1,-1,-1
1,444442,-2,1,-2,-3,0,0,-3
1,4444422,-3,-1,-3,-2,-3,-2,-3
1,44444222,-3,1,-3,-3,0,-2,-2
1,444442222,-3,-3,-2,-1,-3,-1,-1
1,4444422226,-3,-3,0,-3,0,1,0
1,44444222266,-3,-2,-3,-2,-3,-1,-3
1,444442222666,-2,-2,-2,-2,-2,1,-2
1,4444422226666,-2,-1,-2,-1,-2,-1,-2
1,44444222266666,0,1,0,0,0,0,0
1,444442222666662,-2,-2,-2,-1,-1,-2,-2
1,4444422226666625,1,1,1,1,1,1,1
1,44444222266666257,-1,-1,-1,-1,-1,-1,-1
1,444442222666662575,0,0,0,0,1,0,0
1,4444422226666625755,-1,-1,-1,-1,-1,-1,-1
1,44444222266666257553,1,1,1,1,0,1,1
1,444442222666662575532,-1,-1000,-1,-1,-1,-1,-1
1,4444422226666625755327,1,-1000,1,1,0,1,1
1,44444222266666257553276,-1,-1000,-1,-1,-1,-1000,-1
1,444442222666662575532761,1,-1000,1,1,0,-1000,1
1,4444422226666625755327614,-2,-1000,-2,-1000,-2,-1000,-1
